Survey_ID,Eater_Type,Motivation_Animal_Protection,Motivation_Concern_for_Environment,Motivation_Cost,Motivation_Health,Motivation_Religious_Spiritual_Beliefs,Motivation_Social_Influence ,Motivation_Social_Justice_or_World_Hunger,Motivation_Taste_Preferences,Motivation_Following_Food_Trend,Motivation_Feelings_of_Disgust_about_Meat,Age_Transitioned_to_Vegnism,Gender,State,Education,Political,Race_Ethnicity,Religion
4692,Omnivore,,,,,,,,,,,,Female,Nebraska,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
4705,Omnivore,,,,,,,,,,,,Male,Tennessee,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
4707,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
4731,Omnivore,,,,,,,,,,,,Female,Wyoming,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
4734,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Moderately Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
4737,Omnivore,,,,,,,,,,,,Male,Texas,Some education after high school -  no degree,Moderately Liberal,Hispanic -  Latino -  or Spanish origin,Do not actively practice a religion
4738,Vegetarian,Strong,Strong,Somewhat,Strong,Somewhat,Mild,Somewhat,Mild,Mild,Somewhat,50,Male,Tennessee,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
4763,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,50,Female,Minnesota,Graduate or professional degree,Strongly Liberal,White,Other religion (including two or more)
4765,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,45,Female,Georgia,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
4777,Vegetarian,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,10,Female,New Mexico,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
4787,Omnivore,,,,,,,,,,,,Female,Mississippi,Bachelors degree,Moderately Liberal,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
4793,Omnivore,,,,,,,,,,,,Female,Arkansas,High school diploma (or equivalent),Neutral/Centrist,White,Other religion (including two or more)
4801,Omnivore,,,,,,,,,,,,Female,North Dakota,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
4804,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
4806,Omnivore,,,,,,,,,,,,Female,Connecticut,Graduate or professional degree,Strongly Liberal,White,Other religion (including two or more)
4812,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Moderately Conservative,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
4822,Omnivore,,,,,,,,,,,,Female,Texas,Some education after high school -  no degree,Moderately Conservative,White,Do not actively practice a religion
4841,Vegetarian,Strong,Strong,Somewhat,Strong,Somewhat,Mild,Somewhat,Mild,Mild,Somewhat,22,Female,Georgia,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
4849,Omnivore,,,,,,,,,,,,Female,Washington,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
4852,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
4856,Omnivore,,,,,,,,,,,,Female,Tennessee,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
4864,Omnivore,,,,,,,,,,,,Female,Virginia,Bachelors degree,Moderately Liberal,White,Jewish
4865,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,27,Female,Hawaii,Associates degree,Moderately Liberal,White,Do not actively practice a religion
4881,Omnivore,,,,,,,,,,,,Female,Georgia,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
4883,Vegan,Very Strong,Somewhat,Not at All,Not at All,Not at All,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,25,Female,South Carolina,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
4904,Omnivore,,,,,,,,,,,,Female,Mississippi,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
4913,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,40,Female,Georgia,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
4939,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
4941,Omnivore,,,,,,,,,,,,Female,Oklahoma,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
4964,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
4979,Omnivore,,,,,,,,,,,,Male,Oklahoma,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
4991,Omnivore,,,,,,,,,,,,Female,Nevada,Some education after high school -  no degree,Moderately Conservative,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
4992,Omnivore,,,,,,,,,,,,Female,Washington,Bachelors degree,Strongly Liberal,White,Other religion (including two or more)
5002,Vegan,Strong,Somewhat,Not at All,Mild,Not at All,Somewhat,Not at All,Not at All,Not at All,Strong,33,Female,Puerto Rico,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
5006,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
5010,Omnivore,,,,,,,,,,,,Female,Wyoming,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
5017,Omnivore,,,,,,,,,,,,Female,Montana,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
5025,Vegetarian,Somewhat,Mild,Not at All,Somewhat,Not at All,Mild,Mild,Mild,Not at All,Not at All,21,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
5035,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
5037,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
5061,Omnivore,,,,,,,,,,,,Female,Oklahoma,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
5066,Omnivore,,,,,,,,,,,,Female,Kansas,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
5067,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Moderately Liberal,White,Other religion (including two or more)
5070,Vegan,Very Strong,Somewhat,Not at All,Not at All,Mild,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,18,Female,California,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
5075,Omnivore,,,,,,,,,,,,Male,Utah,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
5084,Omnivore,,,,,,,,,,,,Female,Washington,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
5099,Vegetarian,Not at All,Mild,Not at All,Somewhat,Not at All,Strong,Not at All,Mild,Strong,Somewhat,51,Female,Connecticut,High school diploma (or equivalent),Strongly Liberal,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
5101,Vegetarian,Strong,Somewhat,Somewhat,Somewhat,Mild,Not at All,Not at All,Somewhat,Not at All,Not at All,15,Female,South Carolina,Some education after high school -  no degree,Strongly Liberal,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
5115,Omnivore,,,,,,,,,,,,Female,New Jersey,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
5123,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
5134,Omnivore,,,,,,,,,,,,Male,Kentucky,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
5136,Omnivore,,,,,,,,,,,,Female,Florida,Bachelors degree,Strongly Conservative,White,Other religion (including two or more)
5138,Omnivore,,,,,,,,,,,,Female,California,Associates degree,Neutral/Centrist,Indian,Jewish
5140,Omnivore,,,,,,,,,,,,Female,Alaska,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
5166,Omnivore,,,,,,,,,,,,Male,New York,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
5167,Vegetarian,Strong,Strong,Somewhat,Strong,Somewhat,Mild,Somewhat,Mild,Mild,Somewhat,33,Female,California,Graduate or professional degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
5168,Omnivore,,,,,,,,,,,,Female,Colorado,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
5182,Omnivore,,,,,,,,,,,,Female,Arizona,Bachelors degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Other religion (including two or more)
5191,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Some education after high school -  no degree,Neutral/Centrist,White,Other religion (including two or more)
5193,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Moderately Conservative,Christian (Catholic -  Protestant -  etc.),Christian (Catholic -  Protestant -  etc.)
5198,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
5204,Omnivore,,,,,,,,,,,,Female,Colorado,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
5209,Omnivore,,,,,,,,,,,,Female,Oklahoma,Graduate or professional degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
5211,Omnivore,,,,,,,,,,,,Female,Arkansas,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
5238,Omnivore,,,,,,,,,,,,Female,Puerto Rico,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
5240,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
5250,Omnivore,,,,,,,,,,,,Male,New Mexico,Some education after high school -  no degree,Neutral/Centrist,White,Buddhist
5258,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
5260,Omnivore,,,,,,,,,,,,Male,Texas,Associates degree,Neutral/Centrist,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
5272,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
5273,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
5281,Omnivore,,,,,,,,,,,,Male,Virginia,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
5291,Omnivore,,,,,,,,,,,,Male,Georgia,Graduate or professional degree,Strongly Liberal,White,Jewish
5297,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
5311,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
5312,Omnivore,,,,,,,,,,,,Female,Kansas,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
5321,Omnivore,,,,,,,,,,,,Female,Hawaii,Graduate or professional degree,Strongly Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
5324,Omnivore,,,,,,,,,,,,Male,Florida,Graduate or professional degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Buddhist
5335,Omnivore,,,,,,,,,,,,Male,Pennsylvania,High school diploma (or equivalent),Strongly Liberal,White,Do not actively practice a religion
5352,Omnivore,,,,,,,,,,,,Male,Texas,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
5369,Omnivore,,,,,,,,,,,,Female,Texas,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
5392,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
5395,Omnivore,,,,,,,,,,,,Female,Michigan,High school diploma (or equivalent),Moderately Liberal,White,Do not actively practice a religion
5400,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
5402,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Some education after high school -  no degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
5404,Omnivore,,,,,,,,,,,,Female,Georgia,Associates degree,Strongly Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
5420,Omnivore,,,,,,,,,,,,Female,Illinois,Associates degree,Strongly Liberal,White,Do not actively practice a religion
5422,Omnivore,,,,,,,,,,,,Female,Wyoming,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
5428,Vegan,Very Strong,Mild,Mild,Somewhat,Not at All,Not at All,Mild,Somewhat,Not at All,Very Strong,16,Female,New Mexico,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
5437,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
5449,Omnivore,,,,,,,,,,,,Female,Oklahoma,Associates degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
5453,Vegan,Somewhat,Strong,Somewhat,Very Strong,Not at All,Strong,Strong,Strong,Somewhat,Strong,42,Male,Texas,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
5480,Omnivore,,,,,,,,,,,,Female,Kentucky,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
5483,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,50,Male,Nevada,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
5503,Omnivore,,,,,,,,,,,,Male,Oklahoma,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
5506,Omnivore,,,,,,,,,,,,Female,Louisiana,High school diploma (or equivalent),Strongly Conservative,White,Do not actively practice a religion
5514,Omnivore,,,,,,,,,,,,Female,California,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
5516,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,20,Female,Indiana,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Muslim
5522,Omnivore,,,,,,,,,,,,Female,Montana,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
5523,Omnivore,,,,,,,,,,,,Female,North Carolina,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
5541,Omnivore,,,,,,,,,,,,Female,Minnesota,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
5556,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
5564,Omnivore,,,,,,,,,,,,Female,North Carolina,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
5565,Omnivore,,,,,,,,,,,,Female,Minnesota,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
5582,Omnivore,,,,,,,,,,,,Female,Oregon,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
5598,Omnivore,,,,,,,,,,,,Female,North Carolina,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
5607,Vegetarian,Somewhat,Strong,Somewhat,Very Strong,Not at All,Strong,Strong,Strong,Somewhat,Strong,12,Female,Connecticut,Graduate or professional degree,Moderately Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
5611,Omnivore,,,,,,,,,,,,Female,Hawaii,Associates degree,Moderately Liberal,Hispanic -  Latino -  or Spanish origin,Do not actively practice a religion
5613,Omnivore,,,,,,,,,,,,Female,Hawaii,Some education after high school -  no degree,Moderately Liberal,Hispanic -  Latino -  or Spanish origin,Do not actively practice a religion
